state_district,election,name,party,incumbent_challenger_open,receipts,from_individuals,from_committees,from_candidate,disbursements,cash_on_hand,debts
CO02,2016,MORSE NICHOLAS GRANT MR.,Republican Party,Challenger,129912.76,14865.0,0.0,114447.76,127818.95,2093.81,0.0
CO03,2016,TIPTON SCOTT R.,Republican Party,Incumbent,1163053.08,629091.57,525323.49,0.0,351967.86,986535.74,0.0
CO03,2016,SCHWARTZ GAIL SHERIDAN MS.,Democratic Party,Challenger,622960.02,463894.69,151100.0,2967.7,73538.56,549421.46,0.0
CO03,2016,SHELDON STEPHEN MARC,Democratic Party,Challenger,12645.0,12645.0,0.0,0.0,1311.0,11333.0,0.0
CO04,2016,BUCK KENNETH R,Republican Party,Incumbent,712606.18,338948.25,238319.91,0.0,528204.72,324867.55,0.0
CO04,2016,SEAY BOB,Democratic Party,Challenger,21344.23,20244.23,900.0,100.0,17919.2,6932.74,0.0
CO05,2016,LAMBORN DOUGLAS,Republican Party,Incumbent,479863.51,130871.26,348710.0,0.0,259603.79,286904.53,0.0
CO05,2016,PLOWRIGHT MISTY,Democratic Party,Challenger,5216.31,3777.44,0.0,1438.87,2546.61,2669.7,1338.87
CO05,2016,VARGAS CALANDRA,Republican Party,Challenger,21610.52,21566.52,0.0,44.0,20031.19,1579.33,0.0
CO06,2016,COFFMAN MIKE REP.,Republican Party,Incumbent,2334014.18,1402052.55,881825.0,0.0,720611.34,1635926.04,0.0
CO06,2016,BRADELL KYLE,Republican Party,Challenger,1858.9,0.0,0.0,1858.9,1858.9,0.0,0.0
CO06,2016,CARROLL MORGAN,Democratic Party,Challenger,1378497.35,1094783.86,277216.79,0.0,511639.89,866857.46,0.0
CO06,2016,HANEY PERRY,Democratic Party,Challenger,1001000.0,0.0,0.0,1001000.0,1001160.65,0.0,168500.0
CO07,2016,PERLMUTTER EDWIN G,Democratic Party,Incumbent,1464507.43,523143.85,925952.36,0.0,756111.95,890172.34,0.0
CO07,2016,ATHANASOPOULOS GEORGE MR.,Republican Party,Challenger,21310.0,21310.0,0.0,0.0,12165.68,9144.32,0.0
CO07,2016,BAKER BRUCE,Republican Party,Challenger,1050.0,50.0,0.0,1000.0,1050.0,-161.99,0.0
CT01,2016,LARSON JOHN B,Democratic Party,Incumbent,1142651.52,299232.19,835056.16,0.0,1093144.69,473578.56,16067.3
CT01,2016,COREY MATTHEW M MR,Republican Party,Challenger,8632.69,7855.0,0.0,777.69,3841.73,4790.96,0.0
CT02,2016,COURTNEY JOSEPH D,Democratic Party,Incumbent,850626.92,332460.82,508666.06,0.0,434005.49,991842.8,0.0
CT02,2016,BROOKES ANN E,Republican Party,Challenger,12125.0,4125.0,0.0,8000.0,10825.47,1299.53,8000.0
CT02,2016,NOVAK DARIA IRENE,Republican Party,Challenger,24637.91,15518.99,5727.0,3141.92,17030.22,7607.69,1336.04
CT03,2016,DELARUO ROSA L,Democratic Party,Incumbent,814224.28,401628.73,411395.55,0.0,763165.31,70424.16,0.0
CT04,2016,HIMES JIM,Democratic Party,Incumbent,1668665.64,859213.78,754457.49,0.0,564367.9,2149711.03,0.0
CT04,2016,SHABAN JOHN T,Republican Party,Challenger,91414.11,91409.0,0.0,0.0,48672.77,50794.52,0.0
CT05,2016,ESTY ELIZABETH,Democratic Party,Incumbent,1496517.82,1006629.29,486279.0,0.0,502178.06,1041668.34,154750.0
CT05,2016,COPE CLAY,Republican Party,Challenger,61621.0,60871.0,0.0,0.0,30642.07,30978.93,5400.0
CT05,2016,MAXWELL MATTHEW,Republican Party,Challenger,15782.0,5782.0,0.0,10000.0,10795.0,4359.0,0.0
CT05,2016,STEVENS WILLIAM MARK,Republican Party,Challenger,7000.0,0.0,0.0,5700.0,7278.0,278.0,0.0
DE01,2016,BARNEY SEAN,Democratic Party,Open,445853.29,419053.49,17190.0,7861.55,167229.48,278623.81,0.0
DE01,2016,IZZO ROSE,Republican Party,Open,24348.0,24255.0,0.0,93.0,24344.82,20.16,12888.0
DE01,2016,REIGLE HANS,Republican Party,Open,131439.63,109330.49,5753.35,16355.79,74687.38,56752.25,28139.68
DE01,2016,ROCHESTER LISA BLUNT,Democratic Party,Open,573597.13,349242.13,41950.0,182405.0,253339.81,320257.32,178900.0
DE01,2016,SHORT BRYON HALL,Democratic Party,Open,232232.85,192832.85,32400.0,4000.0,209838.03,22394.82,0.0
DE01,2016,TOWNSEND BRYAN,Democratic Party,Open,534699.88,532244.82,1250.0,0.0,287066.14,247633.74,0.0
FL01,2016,BLAKE ROBERT EDWARD,Republican Party,Open,15700.0,700.0,0.0,10000.0,9592.0,6104.0,0.0
FL01,2016,BYDLAK REBEKAH JOHANSEN MRS.,Republican Party,Open,141165.41,122815.41,18350.0,0.0,28326.93,112838.48,0.0
FL01,2016,DOSEV CRIS,Republican Party,Open,159553.03,46553.03,3000.0,110000.0,131679.86,27873.17,110000.0
FL01,2016,EVERS GREG,Republican Party,Open,99632.05,98132.05,1500.0,0.0,75447.65,24184.4,0.0
FL01,2016,FRAZIER BRIAN WAYNE,Republican Party,Open,23925.34,22921.22,0.0,1004.12,17143.95,6781.39,0.0
FL01,2016,GAETZ MATT,Republican Party,Open,729382.87,590793.21,21000.0,117589.66,317626.4,411756.47,15779.09
FL01,2016,KONDRAT'YEV AMANDA,Democratic Party,Open,258.2,20.0,0.0,238.2,238.2,20.0,238.2
FL01,2016,MILLS JOHN,Republican Party,Open,5575.97,380.0,0.0,5195.97,6139.55,659.87,14430.91
FL01,2016,SCHREY ELIZABETH ANNE,Other,Open,213.0,15.0,0.0,198.0,198.0,149.0,0.0
FL01,2016,SPECHT STEVEN K.,Democratic Party,Open,14575.08,6208.0,0.0,7867.08,6064.65,8510.43,7867.08
FL01,2016,WICHERN MARK,Republican Party,Open,69668.0,10542.0,0.0,59124.0,62850.0,6818.0,35400.0
FL01,2016,ZUMWALT JAMES,Republican Party,Open,109287.0,108787.0,500.0,0.0,37444.0,71843.0,0.0
FL02,2016,DUNN NEAL PATRICK MD FACS,Republican Party,Open,1150412.66,840587.1,89400.0,220420.16,836963.28,313449.38,215000.0
FL02,2016,LAPHAM ROBERT B,Other,Open,13710.0,2170.0,0.0,1100.0,12275.07,1434.93,11540.0
FL02,2016,MORAN JEFF,Republican Party,Open,18345.0,10845.0,2500.0,5000.0,12751.81,5593.19,9027.99
FL02,2016,SUKHIA KEN,Republican Party,Open,179281.3,63281.3,0.0,116000.0,68882.34,110398.96,116000.0
FL02,2016,THOMAS MARY,Republican Party,Open,785546.13,695526.33,36750.0,53269.8,326796.12,458750.01,45000.0
FL03,2016,YOHO THEODORE SCOTT,Republican Party,Incumbent,654990.28,525853.07,126850.1,0.0,320673.72,425053.03,0.0
FL03,2016,EMERY ED,Democratic Party,Challenger,182204.42,83513.55,0.0,98690.87,111271.37,71794.81,98690.87
FL04,2016,KAUFMAN STEVE,Republican Party,Open,23195.0,8595.0,0.0,14600.0,20772.55,2422.45,5600.0
FL04,2016,MALIN EDWARD ANTHONY,Republican Party,Open,20700.0,0.0,0.0,20700.0,18858.54,1841.46,0.0
FL04,2016,MCCLURE WILLIAM A MR,Republican Party,Open,100450.0,450.0,0.0,100000.0,16554.19,83895.81,100000.0
FL04,2016,RAY LAKE GROSS III,Republican Party,Open,168750.4,62750.4,6000.0,100000.0,26321.58,142428.82,100000.0
FL04,2016,RUTHERFORD JOHN,Republican Party,Open,373570.38,353370.38,17500.0,2700.0,117713.54,255856.84,0.0
FL04,2016,TANZLER HANS MR. III,Republican Party,Open,558055.0,352206.0,4500.0,201349.0,171571.81,386483.19,200500.0
FL05,2016,BROWN CORRINE,Democratic Party,Incumbent,470295.83,94614.48,323500.0,50000.0,378499.62,99638.84,70475.44
FL05,2016,HOLLOWAY LASHONDA J,Democratic Party,Challenger,11031.24,11031.24,0.0,0.0,13347.28,-2316.04,0.0
FL05,2016,LAWSON ALFRED JR,Democratic Party,Challenger,205558.24,104558.24,0.0,100000.0,33737.08,171771.16,131458.34
FL05,2016,SCURRY-SMITH GLOREATHA (GLO),Republican Party,Challenger,10377.56,9966.6,0.0,45.16,7162.24,3315.32,489.72
FL06,2016,ADAMS SANDY,Republican Party,Open,180743.11,58951.0,35748.35,86043.76,266700.85,8018.5,0.0
FL06,2016,ANTHONY MALCOLM,Republican Party,Open,18588.96,17988.96,0.0,0.0,20852.79,-2263.83,0.0
FL06,2016,BARRINGER ADAM,Republican Party,Open,262797.93,259792.27,2000.0,1005.66,261037.86,1760.07,0.0
FL06,2016,COSTELLO FREDRICK WILLIAM,Republican Party,Open,265586.92,147276.42,18000.0,100000.0,134295.12,131291.8,100000.0
FL06,2016,GALLOWAY G.G.,Republican Party,Open,135683.35,127163.35,7500.0,1020.0,79192.79,56938.75,1000.0
FL06,2016,KELLER RICHARD ANTHONY,Republican Party,Open,23350.0,13850.0,9500.0,0.0,18657.84,4692.16,2703.59
FL06,2016,MCCULLOUGH WILLIAM,Democratic Party,Open,22163.0,2238.0,0.0,19925.0,21805.55,314.18,13800.0
FL06,2016,MCGOVERN JAMES JOSEPH,Democratic Party,Open,39668.55,14755.0,0.0,24913.55,17392.55,22276.0,20000.0
FL06,2016,MOONEY PATRICK,Republican Party,Open,438465.66,206615.66,30850.0,200000.0,407685.98,30779.68,0.0
FL06,2016,PAPPAS GEORGE STEVE,Democratic Party,Open,43093.45,39493.45,0.0,3600.0,41537.24,1556.21,2600.0
FL06,2016,PATTY BRANDON JOEL,Republican Party,Open,151347.37,151097.37,250.0,0.0,92853.14,58494.23,18033.05
FL06,2016,SANTIAGO DAVID,Republican Party,Open,157610.47,127610.47,30000.0,0.0,79197.11,78413.36,0.0
FL06,2016,TAYLOR DWAYNE L,Democratic Party,Open,22376.4,15166.4,7000.0,200.0,20219.07,4782.7,200.0
FL07,2016,MICA JOHN L. MR.,Republican Party,Incumbent,622342.96,298629.57,321078.19,0.0,126658.21,766492.6,0.0
FL07,2016,MURPHY STEPHANIE,Democratic Party,Challenger,126346.71,79346.71,30000.0,11000.0,10794.79,115551.92,11000.0
FL07,2016,PHILLIPS WILLIAM CALVIN JR,Democratic Party,Challenger,40825.0,36575.0,0.0,0.0,39272.46,1552.54,0.0
FL08,2016,POSEY BILL,Republican Party,Incumbent,675230.79,376218.04,298325.0,0.0,481418.92,536042.55,0.0
FL08,2016,STINSON BILL,Other,Challenger,7000.0,0.0,0.0,7000.0,6960.0,40.0,0.0
FL08,2016,WESTBROOK CORRY,Democratic Party,Challenger,12248.01,1648.01,0.0,0.0,39472.4,1387.35,11570.33
FL09,2016,BORDERS JASON D,Democratic Party,Open,646.91,340.0,0.0,306.91,626.91,20.0,0.0
FL09,2016,CRABTREE VALLERI,Democratic Party,Open,54609.61,17263.63,0.0,37345.98,52718.28,2122.09,66654.19
FL09,2016,GRAYSON DENA MD PHD,Democratic Party,Open,445596.32,313796.32,71800.0,60000.0,137775.96,307820.36,78917.33
FL09,2016,LIEBNITZKY WAYNE,Republican Party,Open,17709.37,7922.0,0.0,9747.77,15118.74,2095.63,5275.77
FL09,2016,RANDOLPH SUSANNAH,Democratic Party,Open,633857.44,557683.82,70848.62,5325.0,267304.47,366552.97,5000.0
FL09,2016,RANGEL RICARDO,Democratic Party,Open,31324.99,28649.0,2000.0,675.99,31349.99,0.0,0.0
FL09,2016,RENTAS WANDA,Republican Party,Open,16370.0,11870.0,0.0,4500.0,15733.53,636.47,0.0
FL09,2016,SOTO DARREN,Democratic Party,Open,653248.82,435014.84,203733.98,14500.0,345384.53,307864.29,10000.0
FL10,2016,DEMINGS VALDEZ 'VAL',Democratic Party,Challenger,829880.27,582598.26,234764.49,7325.46,325890.39,503989.88,10790.44
FL10,2016,DEMINGS VALDEZ VAL,Democratic Party,Challenger,165168.08,140341.0,20500.0,0.0,14388.35,150779.73,4327.08
FL10,2016,FAHMY FATIMA RITA,Democratic Party,Challenger,18795.0,18795.0,0.0,0.0,1929.9,28372.1,0.0
FL10,2016,LOWE THUY,Republican Party,Challenger,8035.94,6362.0,0.0,1619.38,5323.49,2712.45,500.0
FL10,2016,POE BOB,Democratic Party,Challenger,1880203.95,157033.22,2000.0,1721000.0,1494284.33,385919.62,1715000.0
FL10,2016,THOMPSON GERALDINE F.,Democratic Party,Challenger,177754.61,102505.95,5000.0,70248.66,116825.93,60928.68,66000.0
FL11,2016,GRABELLE JUSTIN M,Republican Party,Open,308492.19,266092.19,37400.0,0.0,178435.02,130057.17,28678.03
FL11,2016,KOLLER DAVID C,Democratic Party,Open,19126.45,19126.45,0.0,0.0,25076.44,1547.77,31658.17
FL11,2016,MARTIN JACK,Republican Party,Open,10320.0,10020.0,0.0,300.0,10320.0,0.0,0.0
FL11,2016,SCHNACKENBERG MATTHEW JOHN,Other,Open,1611.0,958.0,0.0,653.0,1274.0,327.0,0.0
FL11,2016,WEBSTER DANIEL,Republican Party,Incumbent,726529.97,571296.53,155100.0,0.0,609724.04,279278.07,0.0
FL12,2016,BILIRAKIS GUS M,Republican Party,Incumbent,1057011.02,449125.76,604350.0,0.0,839806.52,646310.33,0.0
FL12,2016,TAGER ROBERT MATTHEW,Democratic Party,Challenger,18300.0,300.0,0.0,18000.0,11158.0,7141.0,18000.0
FL13,2016,BIRCHER MARK WILLIAM,Republican Party,Open,35121.0,5121.0,0.0,30000.0,26688.33,8432.67,30000.0
FL13,2016,CRIST CHARLIE JOSEPH,Democratic Party,Open,996702.26,833879.99,149273.27,13204.0,326013.01,670689.25,0.0
FL13,2016,LYNN ERIC,Democratic Party,Open,767379.36,749879.36,17500.0,0.0,493898.2,273481.16,0.0
FL14,2016,CASTOR KATHY,Democratic Party,Incumbent,531204.12,247517.13,276750.0,0.0,308969.07,976608.89,0.0
FL14,2016,ADAMS EDDIE JR,Republican Party,Challenger,1551.85,1551.85,0.0,0.0,355.87,1195.98,0.0
FL14,2016,GONZALEZ EVELIO,Republican Party,Challenger,2940.98,2565.9,0.0,375.08,3241.06,-300.08,0.0
FL14,2016,QUINN CHRISTINE YVONNE,Republican Party,Challenger,35335.0,335.0,0.0,35000.0,23842.23,11441.27,35000.0
FL15,2016,ROSS DENNIS ALAN,Republican Party,Incumbent,992814.57,231066.04,739612.99,0.0,505316.92,502840.71,0.0
FL15,2016,LANGE JAMES KELLY,Democratic Party,Challenger,28145.88,13685.23,0.0,14460.65,26452.98,1692.9,14060.65
FL16,2016,BUCHANAN VERNON,Republican Party,Incumbent,1339109.23,814485.06,516340.1,0.0,388366.57,1675455.23,0.0
FL16,2016,KING BRENT,Democratic Party,Challenger,12065.0,1625.0,0.0,10440.0,11548.37,516.63,10851.54
FL16,2016,SCHNEIDER JAN,Democratic Party,Challenger,52189.95,31189.95,0.0,21000.0,31037.22,21867.26,72261.89
FL17,2016,ROONEY TOM MR.,Republican Party,Incumbent,444159.32,97491.54,338772.49,0.0,423748.92,383938.65,0.0
FL17,2016,ELLISON ALLEN L,Democratic Party,Challenger,18086.74,12525.9,0.0,5500.0,7297.7,10789.04,5500.0
FL17,2016,FREEMAN APRIL JUNE,Democratic Party,Challenger,90866.51,82019.51,2500.0,6347.0,83263.37,35952.27,0.0
FL18,2016,CHANE JONATHAN,Democratic Party,Open,580146.65,433620.06,13526.59,133000.0,341022.78,239123.87,135210.1
FL18,2016,DOMINO CARL J,Republican Party,Open,464876.81,54078.32,500.0,407898.99,235178.63,232104.77,1592898.99
FL18,2016,KOZELL RICK,Republican Party,Open,590358.93,554797.02,35300.0,101.0,230031.99,360326.94,0.0
FL18,2016,MAST BRIAN,Republican Party,Open,1097412.63,966402.66,29060.0,0.0,764971.23,332441.4,9499.36
FL18,2016,MCKINLAY MELISSA,Democratic Party,Open,322963.0,305463.0,17500.0,0.0,320635.93,2327.07,0.0
FL18,2016,MOWERY TOD,Republican Party,Open,104265.51,98321.5,3000.0,1500.0,104265.51,0.0,0.0
FL18,2016,NEGRON REBECCA,Republican Party,Open,912820.59,823120.59,89700.0,0.0,277081.47,635739.12,17097.0
FL18,2016,NIKPOUR NOELLE,Republican Party,Open,228193.0,217193.0,5000.0,6000.0,162559.08,65633.92,6000.0
FL18,2016,PERKINS RANDY,Democratic Party,Open,3730616.89,686928.19,25000.0,3017687.58,1574048.43,2156568.46,1000000.0
FL18,2016,ROTH RICK,Republican Party,Open,90940.52,90940.52,0.0,0.0,90765.38,175.14,0.0
FL18,2016,SPALDING CARLA ARLENE,Other,Open,29691.34,13829.5,0.0,14701.84,28506.18,79.48,7673.0
FL18,2016,TAYLOR PRISCILLA ANN,Democratic Party,Open,163619.0,155369.0,8150.0,100.0,121510.22,42108.78,0.0
FL18,2016,XUNA JOHN (AKA JUAN),Democratic Party,Open,1849.31,1849.31,0.0,0.0,0.0,2499.31,23043.1
FL18,2016,FREEMAN MARC BENJAMIN,Republican Party,Challenger,1486243.19,278312.1,0.0,1207756.09,1267523.84,218719.35,1200756.09
FL19,2016,BONGINO DANIEL J,Republican Party,Open,84289.75,79289.75,5000.0,0.0,39048.71,45241.04,0.0
FL19,2016,GOSS CHAUNCEY P,Republican Party,Open,195837.25,170237.25,1000.0,24600.0,30021.46,165815.79,24860.47
FL19,2016,NEELD J ROBERT M,Democratic Party,Open,12500.0,0.0,0.0,12500.0,10566.42,1933.58,12500.0
FL19,2016,ROONEY FRANCIS,Republican Party,Open,2010795.0,510795.0,0.0,1500000.0,1158675.51,852119.49,17758.0
FL20,2016,HASTINGS ALCEE L,Democratic Party,Incumbent,594085.38,322050.0,261866.74,0.0,499575.05,248967.28,0.0
FL20,2016,BONNERQ JAY ALAN,Republican Party,Challenger,6121.83,4032.95,0.0,88.88,8414.08,3052.69,0.0
FL21,2016,SPAIN PAUL DOUGLAS MR.,Republican Party,Open,46761.07,1815.0,0.0,44946.07,17362.06,29469.43,169791.07
FL21,2016,FRANKEL LOIS J.,Democratic Party,Incumbent,1435951.6,966327.98,469178.4,0.0,595265.8,913441.61,0.0
FL22,2016,DEUTCH THEODORE ELIOT,Democratic Party,Incumbent,1325170.89,1007715.18,315200.0,0.0,1072923.47,782213.77,0.0
FL22,2016,BENSMIHEN JOSEPH,Republican Party,Challenger,137410.38,94520.0,11000.0,31888.79,137410.38,0.0,0.0
FL22,2016,MCGEE ANDREA LEIGH LEIGH,Republican Party,Challenger,17487.82,15251.03,0.0,2236.79,17139.52,438.3,1013.47
FL23,2016,SCHULTZ DEBBIE WASSERMAN,Democratic Party,Incumbent,3087210.89,2138084.33,653106.47,0.0,1847369.53,1602353.28,0.0
FL23,2016,CANOVA TIMOTHY A.,Democratic Party,Challenger,2296119.9,2266372.01,6500.0,15260.0,1309774.96,986344.94,20060.8
FL23,2016,ENDRISS DONALD,Other,Challenger,25000.0,0.0,0.0,25000.0,22200.93,2799.07,10000.0
FL23,2016,FEIGENBAUM MARTIN,Republican Party,Challenger,22649.0,0.0,0.0,22492.0,16658.0,5990.0,0.0
FL23,2016,KAUFMAN JOE,Republican Party,Challenger,87412.13,80516.2,0.0,5745.93,57961.18,407923.86,89862.53
FL24,2016,WILSON FREDERICA S.,Democratic Party,Incumbent,386528.88,95752.99,290775.89,0.0,195059.56,441951.43,15250.0
FL24,2016,HILL RANDAL,Democratic Party,Challenger,120333.33,94333.33,6000.0,20000.0,118127.59,2205.74,20000.0
FL25,2016,DIAZ-BALART MARIO,Republican Party,Incumbent,1013512.19,310576.53,689401.69,0.0,524881.46,1123995.98,0.0
FL25,2016,VALDES ALINA,Democratic Party,Challenger,27309.12,13314.12,750.0,13245.0,23128.9,4180.22,13245.0
FL26,2016,CURBELO CARLOS,Republican Party,Incumbent,2737229.92,1293812.78,1184389.86,0.0,606416.98,2141093.44,0.0
FL26,2016,GARCIA JOE,Democratic Party,Challenger,531721.35,455647.96,71700.0,0.0,142857.19,412338.0,0.0
FL26,2016,TADDEO ANNETTE,Democratic Party,Challenger,1333966.15,1078211.65,163831.98,87901.32,712380.8,621585.35,480064.77
FL27,2016,ROS-LEHTINEN ILEANA THE HON.,Republican Party,Incumbent,857944.53,511726.94,308958.3,0.0,717369.1,2085326.28,0.0
FL27,2016,FUHRMAN SCOTT,Democratic Party,Challenger,544989.0,44989.0,0.0,500000.0,27392.01,517596.99,500000.0
FL27,2016,PEREZ FRANK,Democratic Party,Challenger,111690.0,11690.0,0.0,100000.0,8556.2,103133.8,100000.0
FL27,2016,SACKRIN ADAM,Democratic Party,Challenger,10877.51,3077.51,0.0,7800.0,10455.09,422.42,1500.0
GA01,2016,CARTER EARL LEROY,Republican Party,Incumbent,949731.4,425965.1,514575.0,0.0,566552.06,602134.67,500000.0
GA02,2016,BISHOP SANFORD D JR,Democratic Party,Incumbent,825747.47,205155.0,618521.12,0.0,644075.7,325988.06,0.0
GA02,2016,DUKE GREGORY PAUL,Republican Party,Challenger,22425.0,22175.0,0.0,0.0,19728.24,2998.54,0.0
GA02,2016,SCOTT BOBBY L.,Republican Party,Challenger,135250.0,250.0,0.0,135000.0,135250.0,0.0,53540.34
GA03,2016,ANDERS SAMUEL,Republican Party,Open,6859.97,770.0,0.0,6012.25,6547.34,312.63,5600.0
GA03,2016,COOK TAMARKUS,Democratic Party,Open,16640.97,7320.97,0.0,9320.0,4343.94,3477.03,0.0
GA03,2016,CRANE MICHAEL ROBERT,Republican Party,Open,153817.0,136142.01,17374.99,300.0,55001.16,98815.84,56065.87
GA03,2016,FERGUSON ANDERSON DREW IV,Republican Party,Open,280839.0,259740.0,21099.0,0.0,226028.25,54810.75,0.0
GA03,2016,FLANEGAN CHARLES EDWARD JR,Republican Party,Open,153750.0,750.0,0.0,153000.0,110382.51,43567.25,151000.0
GA03,2016,MIX RICHARD,Republican Party,Open,78380.0,17380.0,500.0,60500.0,60801.47,-28572.23,0.0
GA03,2016,PACE JIM,Republican Party,Open,486491.83,205973.92,10700.0,269817.91,483953.45,2538.38,283168.84
GA04,2016,JOHNSON HENRY C 'HANK',Democratic Party,Incumbent,363274.6,51238.65,312030.0,0.0,313021.4,65580.74,6211.2
GA04,2016,ARMENDARIZ VICTOR,Republican Party,Challenger,6220.0,0.0,0.0,6220.0,5230.0,988.0,0.0
GA05,2016,LEWIS JOHN R.,Democratic Party,Incumbent,742058.89,299543.91,442350.0,0.0,735038.46,191440.08,0.0
GA05,2016,BELL DOUGLAS ANTHONY,Republican Party,Challenger,9375.21,5833.0,0.0,3542.21,8707.05,668.16,0.0
GA06,2016,PRICE THOMAS EDMUNDS,Republican Party,Incumbent,1868448.11,796036.68,1016423.53,0.0,1398881.86,2725961.53,0.0
GA07,2016,WOODALL ROB REP.,Republican Party,Incumbent,464150.8,169806.0,294325.0,0.0,313141.92,201157.34,0.0
GA08,2016,SCOTT JAMES AUSTIN,Republican Party,Incumbent,859112.05,285261.35,570425.0,0.0,792081.26,529629.71,0.0
GA08,2016,HICKS ANGELA,Republican Party,Challenger,29570.0,1250.0,0.0,28320.0,28320.0,1250.0,0.0
GA09,2016,COLLINS DOUGLAS ALLEN,Republican Party,Incumbent,1111974.15,479574.82,630250.0,0.0,1066582.1,336016.52,0.0
GA09,2016,BROUN PAUL,Republican Party,Challenger,147419.96,90509.34,12588.62,43000.0,144548.26,2580.66,87000.32
GA09,2016,FITZPATRICK ROGER ,Republican Party,Challenger,17965.0,12745.0,0.0,5220.0,16049.02,1220.69,0.0
GA09,2016,FONTAINE BERNARD ARTHUR,Republican Party,Challenger,17491.34,11265.0,0.0,6226.34,15121.29,0.0,0.0
GA09,2016,SCUPIN MICHAEL LEE,Republican Party,Challenger,11339.39,10826.2,0.0,250.0,11339.39,0.0,0.0
GA10,2016,HICE JODY,Republican Party,Incumbent,388482.07,246752.82,141279.25,0.0,323206.77,67717.87,0.0
GA11,2016,LOUDERMILK BARRY,Republican Party,Incumbent,664385.7,261340.74,402850.0,0.0,658683.03,98375.34,0.0
GA11,2016,COWAN DANIEL,Republican Party,Challenger,395184.52,145184.52,0.0,0.0,289643.92,105540.6,250000.0
GA11,2016,DAVIS BILLY,Republican Party,Challenger,72875.02,350.0,0.0,72525.02,69446.45,3428.57,55000.0
GA11,2016,LLOP WILLIAM,Republican Party,Challenger,155940.0,1690.0,0.0,154250.0,156799.49,2307.18,194589.4
GA12,2016,ALLEN RICHARD W,Republican Party,Incumbent,959649.83,541654.5,399325.0,0.0,916926.43,102832.97,1125000.0
GA12,2016,MCCRACKEN TRICIA CARPENTER,Democratic Party,Challenger,0.0,0.0,0.0,20646.0,10440.0,1662.0,0.0
GA12,2016,YU EUGENE MR.,Republican Party,Challenger,55417.26,28007.87,0.0,27394.38,55423.31,2.22,276769.78
GA13,2016,SCOTT DAVID ALBERT,Democratic Party,Incumbent,981676.69,163161.8,813856.36,0.0,692194.15,342340.63,52070.0
GA14,2016,GRAVES JOHN THOMAS MR. JR.,Republican Party,Incumbent,1049266.54,412276.26,596925.0,0.0,572456.59,765573.63,0.0
GA14,2016,TUCK MICKEY,Republican Party,Challenger,12632.0,6757.0,0.0,4800.0,12325.0,305.0,0.0
HI01,2016,HANABUSA COLLEEN WAKAKO,Democratic Party,Open,153196.0,120696.0,32500.0,0.0,20752.52,167352.42,202773.17
HI02,2016,GABBARD TULSI,Democratic Party,Incumbent,1382324.1,960223.08,379273.81,0.0,579766.78,1883357.34,0.0
HI02,2016,CHAN HODGES SHAY,Democratic Party,Challenger,3104.0,2994.0,0.0,110.0,147.25,2956.75,110.0
ID01,2016,LABRADOR RAUL R. HON.,Republican Party,Incumbent,346728.22,205397.91,135550.0,0.0,452334.73,264592.35,0.0
ID01,2016,PIOTROWSKI JAMES M,Democratic Party,Challenger,130670.0,92470.0,38200.0,0.0,90897.26,39772.74,0.0
ID02,2016,SIMPSON MICHAEL,Republican Party,Incumbent,759113.66,208682.99,550430.67,0.0,512893.58,316530.2,0.0
ID02,2016,TOMKINS ANTHONY DAVID,Other,Challenger,1140.0,0.0,0.0,1140.0,1100.0,40.0,0.0
IL01,2016,RUSH BOBBY LEE,Democratic Party,Incumbent,502555.0,121055.0,381200.0,0.0,475445.62,60014.46,25589.43
IL01,2016,BROOKINS HOWARD B. JR.,Democratic Party,Challenger,202807.69,190918.61,11250.0,200.0,202807.69,0.0,0.0
IL01,2016,BRUTUS O. PATRICK,Democratic Party,Challenger,42466.0,7466.0,0.0,35000.0,39081.37,3384.63,35000.0
IL01,2016,DEUSER AUGUST (O'NEILL),Republican Party,Challenger,19206.0,5170.0,0.0,14036.0,18626.0,267.0,0.0
IL02,2016,KELLY ROBIN L.,Democratic Party,Incumbent,920749.23,364601.17,555477.85,0.0,673458.13,369357.89,270.0
IL03,2016,LIPINSKI DANIEL WILLIAM WILLIAM,Democratic Party,Incumbent,674235.32,190278.34,477942.74,0.0,452389.59,1269515.68,0.0
IL03,2016,JACOBSON OREN,Democratic Party,Challenger,9747.89,4746.89,0.0,5001.0,9847.89,-100.0,0.0
IL04,2016,GUTIERREZ LUIS V,Democratic Party,Incumbent,439361.37,148572.4,272867.9,0.0,488579.2,142346.04,0.0
IL04,2016,SALAS JAVIER MR,Democratic Party,Challenger,61435.0,48702.0,0.0,12733.0,59565.02,1869.98,0.0
IL05,2016,QUIGLEY MIKE,Democratic Party,Incumbent,799213.34,363795.11,435125.0,0.0,551799.96,755873.81,0.0
IL05,2016,GRIMSLEY WARREN GRIZZ,Other,Challenger,5059.26,0.0,0.0,3241.0,6353.0,0.0,0.0
IL05,2016,KOLBER VINCE,Republican Party,Challenger,12682.9,125.0,0.0,12500.0,8808.77,5383.08,201000.0
IL06,2016,ROSKAM PETER,Republican Party,Incumbent,2213555.46,994595.99,1171416.44,0.0,1805608.12,865392.96,0.0
IL06,2016,HOWLAND AMANDA,Democratic Party,Challenger,41786.93,32286.93,4500.0,5000.0,11556.73,30665.2,5000.0
IL06,2016,KINZLER GORDON (JAY),Republican Party,Challenger,202729.15,97291.02,1000.0,102600.0,202534.7,194.45,3112.43
