state_district,election,name,party,incumbent_challenger_open,receipts,from_individuals,from_committees,from_candidate,disbursements,cash_on_hand,debts
CA45,2014,WALTERS MIMI,Republican Party,Open,979904.71,671330.54,302455.79,0.0,838090.31,141814.4,142255.47
CA45,2014,LEAVENS DREW EUGENE,Democratic Party,Challenger,48053.21,16043.88,2500.0,27000.0,29158.11,18796.1,34315.57
CA46,2014,SANCHEZ LORETTA,Democratic Party,Incumbent,991755.91,513218.06,463522.14,4020.0,600122.36,612518.07,0.0
CA46,2014,ATALLA EHAB,Democratic Party,Challenger,142402.93,72758.93,0.0,0.0,142402.93,0.0,0.0
CA46,2014,CULLUM JOHN J,Republican Party,Challenger,9468.01,4400.0,0.0,3801.0,8225.17,1322.46,4801.0
CA46,2014,VAZQUEZ CARLOS ALBERTO,Republican Party,Challenger,15326.0,15298.0,0.0,0.0,14693.0,631.0,0.0
CA47,2014,LOWENTHAL ALAN,Democratic Party,Incumbent,636775.25,267127.35,365704.59,0.0,305599.22,368386.74,1465.48
CA47,2014,WHALLON ANDREW,Republican Party,Challenger,35213.12,1485.0,0.0,33520.0,32069.67,3143.45,33500.0
CA48,2014,ROHRABACHER DANA,Republican Party,Incumbent,651153.59,628778.59,21975.0,0.0,520069.14,321743.13,0.0
CA48,2014,LEECE WENDY BROOKS,Republican Party,Challenger,12082.0,5941.0,0.0,1806.0,12354.0,2.0,0.0
CA48,2014,SAVARY SUZANNE JOYCE,Democratic Party,Challenger,65770.0,38980.0,6590.0,20200.0,47350.55,18369.45,23290.0
CA49,2014,ISSA DARRELL E,Republican Party,Incumbent,3080610.66,1553714.52,501688.64,0.0,1456433.4,3373667.67,7037.03
CA49,2014,PEISER DAVE,Democratic Party,Challenger,47422.55,33305.0,1100.0,13005.0,28078.03,16260.4,13000.0
CA50,2014,HUNTER DUNCAN D.,Republican Party,Incumbent,1053096.6,373552.96,671024.72,0.0,570705.06,508178.14,0.0
CA50,2014,KIMBER JAMES HARVEY,Democratic Party,Challenger,35505.38,28258.09,5000.0,2219.45,31368.52,4252.14,0.0
CA51,2014,VARGAS JUAN C.,Democratic Party,Incumbent,531963.22,90874.0,436856.86,0.0,473499.09,109703.44,175178.49
CA51,2014,GRIFFES ERNEST JOHN ENSIGN,Republican Party,Challenger,455.0,0.0,0.0,455.0,455.0,0.0,0.0
CA52,2014,PETERS SCOTT,Democratic Party,Incumbent,2554980.34,1444417.46,953024.69,71658.58,651195.12,1932486.22,50666.08
CA52,2014,DEMAIO CARL,Republican Party,Challenger,2236048.04,1812082.95,271824.0,4000.0,804471.8,1431576.24,0.0
CA52,2014,JORGENSEN KIRK,Republican Party,Challenger,333370.53,247789.35,38570.91,15000.0,275896.92,67696.33,47336.04
CA52,2014,SIMON FRED J JR MD,Republican Party,Challenger,1506795.7,41945.0,0.0,1453000.0,1229965.9,276829.8,503000.0
CA53,2014,DAVIS SUSAN,Democratic Party,Incumbent,440040.11,226532.0,213508.11,0.0,292394.18,320366.02,0.0
CA53,2014,CAMPBELL JOHN W,Other,Challenger,5499.0,3999.0,0.0,1500.0,4939.7,559.3,5245.0
CA53,2014,MARCHESE JOEL ALFRED,Republican Party,Challenger,11255.0,11055.0,0.0,200.0,11219.65,35.35,0.0
CA53,2014,STIERINGER JAMES GEORGE,Republican Party,Challenger,6000.0,0.0,0.0,6000.0,5999.0,0.0,0.0
CA53,2014,TRUE WAYNE STEWART,Republican Party,Challenger,22303.78,16023.79,1000.0,5200.0,5044.48,17259.3,20673.11
CA53,2014,WILSKE LARRY ALBERT,Republican Party,Challenger,148545.91,17505.91,1000.0,130040.0,41634.74,106911.17,127400.0
CO01,2014,DEGETTE DIANA L.,Democratic Party,Incumbent,765557.22,328623.16,435648.57,0.0,753855.33,74023.25,0.0
CO01,2014,WALSH MARTIN H,Republican Party,Challenger,11756.66,8406.65,600.0,2750.0,9193.59,2563.07,0.0
CO02,2014,POLIS JARED,Democratic Party,Incumbent,773163.1,635117.56,0.0,123748.15,405967.96,392571.69,0.0
CO02,2014,COMER ROBERT D,Republican Party,Challenger,29023.5,9023.5,0.0,20000.0,11325.87,17697.63,20000.0
CO02,2014,LEING GEORGE,Republican Party,Challenger,144080.7,122469.7,0.0,21530.56,36479.98,107600.72,20000.0
CO02,2014,SARNER LARRY WAYNE,Republican Party,Challenger,8015.0,1795.0,0.0,6220.0,8015.0,0.0,2000.0
CO03,2014,TIPTON SCOTT R.,Republican Party,Incumbent,1049395.14,642297.87,391318.25,0.0,402688.76,782652.69,0.0
CO03,2014,CASIDA TISHA TRINETTE,Other,Challenger,2611.0,2611.0,0.0,0.0,0.0,3273.0,0.0
CO03,2014,COX DAVID LAWRENCE,Republican Party,Challenger,1921.0,0.0,0.0,1921.0,1921.0,8340.0,0.0
CO03,2014,TAPIA ABEL J,Democratic Party,Challenger,141905.35,101055.35,25800.0,15000.0,49734.56,92170.79,15000.0
CO04,2014,BUCK KENNETH R,Republican Party,Open,831837.74,746758.5,57200.0,25200.0,843844.67,60329.4,20000.0
CO04,2014,DOHERTY GRANT,Other,Open,2365.84,1199.5,0.0,1166.34,1935.1,430.74,0.0
CO04,2014,KIRKMEYER BARBARA,Republican Party,Open,102754.33,96345.16,5000.0,1264.17,86214.85,16539.48,0.0
CO04,2014,LAFFEY STEPHEN PATRICK,Republican Party,Open,458651.09,107401.0,0.0,350000.0,442343.99,16307.1,350000.0
CO04,2014,MEYERS VICTOR S,Democratic Party,Open,41470.97,27065.97,12285.0,25.0,35234.52,1382.5,0.0
CO04,2014,RENFROE SCOTT WINSTON,Republican Party,Open,343304.21,68304.21,5000.0,270000.0,324924.92,18379.29,270000.0
CO05,2014,LAMBORN DOUGLAS L,Republican Party,Incumbent,462419.01,111644.01,250575.0,100000.0,398659.04,114863.82,100000.0
CO05,2014,HALTER IRVING LESLIE JR,Democratic Party,Challenger,519605.87,437397.14,39150.0,38076.54,200564.7,319041.17,30000.0
CO05,2014,SUMMEY LESLIE ANNETTE,Democratic Party,Challenger,4200.0,1200.0,0.0,0.0,3588.66,190.34,0.0
CO06,2014,COFFMAN MICHAEL,Republican Party,Incumbent,3350066.32,2318916.94,934444.43,0.0,1069685.31,2288213.79,0.0
CO06,2014,ROMANOFF ANDREW,Democratic Party,Challenger,3450491.63,3387105.67,43000.0,0.0,775069.21,2675422.42,0.0
CO07,2014,PERLMUTTER EDWIN G,Democratic Party,Incumbent,1541286.55,609029.42,925572.69,0.0,705080.26,863413.33,0.0
CO07,2014,YTTERBERG DONALD G W,Republican Party,Challenger,190241.93,113870.74,0.0,76371.19,87793.26,102448.67,70000.0
CT01,2014,LARSON JOHN B,Democratic Party,Incumbent,1347060.98,527017.42,812270.1,0.0,976027.88,573883.48,3662.92
CT01,2014,COREY MATTHEW M,Republican Party,Challenger,6645.15,2630.15,0.0,4000.0,1881.66,4763.49,0.0
CT02,2014,COURTNEY JOSEPH D,Democratic Party,Incumbent,1048174.69,416058.48,626550.0,0.0,433506.5,921051.36,0.0
CT02,2014,CAVANAGH LORI HOPKINS,Republican Party,Challenger,69321.56,12321.56,6000.0,51000.0,21695.58,47625.98,51000.0
CT02,2014,EVANS EVAN A,Republican Party,Challenger,12724.53,2724.53,0.0,10000.0,12145.45,579.08,10000.0
CT03,2014,DELAURO ROSA L,Democratic Party,Incumbent,1024207.07,545039.5,478467.49,0.0,935349.9,99828.43,0.0
CT03,2014,BROWN JAMES E,Republican Party,Challenger,6610.0,6355.0,0.0,0.0,3113.33,3251.67,0.0
CT04,2014,HIMES JIM,Democratic Party,Incumbent,2034638.85,1216122.53,801981.23,0.0,1113988.79,1682741.21,0.0
CT04,2014,BENTIVEGNA JOE,Republican Party,Challenger,117994.48,25940.0,2500.0,89554.48,111214.48,6780.0,0.0
CT04,2014,DEBICELLA DAN,Republican Party,Challenger,778697.0,756697.0,22000.0,0.0,448038.38,330658.62,0.0
CT04,2014,HIGBLE CARLTON MILO IV,Republican Party,Challenger,47979.01,47979.01,0.0,0.0,36998.35,9521.7,0.0
CT04,2014,SHABAN  JOHN T,Republican Party,Challenger,66984.06,59191.73,0.0,7500.0,58017.2,8966.86,0.0
CT05,2014,ESTY ELIZABETH,Democratic Party,Incumbent,1987801.05,1279797.3,647614.0,0.0,547985.46,1480805.54,287500.0
CT05,2014,GREENBERG MARK,Republican Party,Challenger,852060.44,222869.86,7500.0,615430.0,588604.62,263768.82,1110074.76
CT05,2014,LILIENTHAL SAL STEPHEN ROSS,Republican Party,Challenger,32999.12,14679.0,0.0,18020.0,25498.43,7500.69,15000.0
DE01,2014,CARNEY JOHN,Democratic Party,Incumbent,832520.15,241220.21,590873.01,0.0,462331.96,891545.31,0.0
DE01,2014,IZZO ROSE,Republican Party,Challenger,13620.0,1820.0,100.0,11700.0,12131.64,3597.72,22675.0
FL01,2014,MILLER JEFFERSON B.,Republican Party,Incumbent,392452.53,155262.83,236850.0,0.0,365735.31,92665.82,0.0
FL01,2014,BRYAN JAMES E,Democratic Party,Challenger,12839.0,4835.0,800.0,6254.0,12838.0,1.0,0.0
FL01,2014,KRAUSE JOHN E,Republican Party,Challenger,18505.0,17405.0,0.0,800.0,18023.36,687.58,300.0
FL01,2014,WICHERN MARK,Other,Challenger,34010.0,2000.0,0.0,32010.0,17433.0,16577.0,32010.0
FL02,2014,SOUTHERLAND WILLIAM STEVE II,Republican Party,Incumbent,1980194.04,1061027.92,848160.06,0.0,687227.01,1394748.82,36000.0
FL02,2014,DRUMMOND WILLIAM CLEAVE II,Other,Challenger,558.58,216.0,0.0,324.63,649.08,24.89,0.0
FL02,2014,GRAHAM GWEN,Democratic Party,Challenger,2354222.49,1990854.85,361691.53,0.0,779701.69,1574520.8,0.0
FL02,2014,LEE LUTHER,Other,Challenger,620.13,620.13,0.0,0.0,527.63,92.5,0.0
FL03,2014,YOHO THEODORE SCOTT,Republican Party,Incumbent,660894.87,436383.48,196127.54,0.0,277486.73,455805.49,0.0
FL03,2014,RUSH JACOB ANTHONY,Republican Party,Challenger,253550.32,173620.9,0.0,79929.42,89492.38,158336.94,79928.42
FL03,2014,WHEELER MARIHELEN HADDOCK,Democratic Party,Challenger,28002.31,25790.12,0.0,2212.19,20404.07,7598.24,0.0
FL04,2014,CRENSHAW ANDER,Republican Party,Incumbent,728961.5,266881.0,444068.3,0.0,497275.85,601489.26,0.0
FL04,2014,MOSER-BARTLETT PAULA DARLENE,Other,Challenger,8469.63,3269.63,0.0,5200.0,7596.65,872.98,5000.0
FL04,2014,SHOAF JAMES RYMAN,Republican Party,Challenger,32452.7,30717.7,0.0,1735.0,21365.92,11086.78,0.0
FL05,2014,BROWN CORRINE,Democratic Party,Incumbent,348046.37,136543.59,210625.0,0.0,309591.29,39572.83,19675.44
FL05,2014,LOWE THUY,Republican Party,Challenger,26934.84,20653.55,0.0,6281.29,27108.36,587.38,4400.0
FL05,2014,SCURRY-SMITH GLOREATHA,Republican Party,Challenger,70054.45,59968.85,1000.0,9000.0,65002.36,5052.09,0.0
FL06,2014,DESANTIS RONALD D,Republican Party,Incumbent,968711.99,575895.75,374675.0,0.0,254248.89,743279.8,0.0
FL06,2014,COX DAVID,Democratic Party,Challenger,31940.21,16347.0,0.0,12593.21,29934.29,2570.98,9250.0
FL07,2014,MICA JOHN L. MR.,Republican Party,Incumbent,669670.49,306230.89,359725.0,0.0,254834.72,561577.11,10000.0
FL07,2014,BLANCHARD ZECHARIAH,Republican Party,Challenger,1400.0,1400.0,0.0,0.0,1492.0,0.0,0.0
FL07,2014,KRULICK AL,Other,Challenger,7775.0,6775.0,0.0,1000.0,7577.0,197.0,1000.0
FL07,2014,NEUMAN WESLEY RYAN,Democratic Party,Challenger,49764.0,14788.0,0.0,34974.0,44810.0,4953.0,22139.0
FL07,2014,SHIRLEY KELLY,Republican Party,Challenger,13000.0,0.0,0.0,13000.0,10510.0,2489.0,13000.0
FL07,2014,SMITH DAVID A,Republican Party,Challenger,165976.78,135876.78,0.0,30100.0,132053.13,33923.65,86047.59
FL08,2014,POSEY BILL,Republican Party,Incumbent,785987.05,470601.13,314483.3,0.0,432362.65,606970.01,16744.64
FL08,2014,ROTHBLATT GABRIEL,Democratic Party,Challenger,57951.74,53772.04,1500.0,2600.0,53567.28,4384.46,0.0
FL08,2014,WESTBROOK CORRY,Democratic Party,Challenger,181206.24,155407.57,14138.04,10200.0,151838.25,29367.99,10000.0
FL09,2014,GRAYSON ALAN MARK,Democratic Party,Incumbent,1917270.03,1638471.02,197275.0,0.0,1470968.9,488659.32,2012007.37
FL09,2014,BONILLA JORGE L JR,Republican Party,Challenger,196473.37,192473.37,4000.0,0.0,74482.91,121988.62,0.0
FL09,2014,PLATT CAROL,Republican Party,Challenger,252956.28,204771.28,3500.0,44682.37,236708.24,16248.04,30073.35
FL09,2014,RUIZ NICHOLAS III,Democratic Party,Challenger,26958.84,18008.84,1000.0,5400.0,26944.37,806.71,8950.0
FL09,2014,VIVALDI PETER,Republican Party,Challenger,37782.0,29932.0,0.0,7850.0,35810.07,1583.0,0.0
FL10,2014,WEBSTER DANIEL,Republican Party,Incumbent,749090.54,460806.69,282250.0,0.0,444009.79,405923.11,0.0
FL10,2014,FERREE WILLIAM M,Democratic Party,Challenger,34955.0,27950.0,0.0,7005.0,31755.53,-1196.97,5835.0
FL10,2014,MCKENNA MICHAEL PATRICK,Democratic Party,Challenger,17590.87,3773.0,0.0,1817.87,16315.28,470.61,9697.0
FL10,2014,MODARRES SHAYAN H,Democratic Party,Challenger,63715.74,34015.74,2000.0,27700.0,38531.82,25183.92,20000.0
FL10,2014,SEELEY DAVID ALLEN,Republican Party,Challenger,514.0,0.0,0.0,514.0,513.0,0.0,0.0
FL11,2014,NUGENT RICHARD B,Republican Party,Incumbent,262258.71,114619.0,147330.83,0.0,175300.95,138269.93,0.0
FL11,2014,KOLLER DAVID C,Democratic Party,Challenger,32196.97,7159.52,0.0,23792.45,26919.13,5277.84,31658.17
FL11,2014,SCHNACKENBERG MATTHEW,Other,Challenger,802.0,503.0,0.0,299.0,494.0,309.0,0.0
FL12,2014,BILIRAKIS GUS M,Republican Party,Incumbent,870347.94,368603.32,499850.0,0.0,501676.54,416639.83,0.0
FL13,2014,BIRCHER MARK WILLIAM,Republican Party,Open,62463.87,18463.87,0.0,44000.0,62463.87,0.0,0.0
FL13,2014,EHRLICH JESSICA D,Democratic Party,Open,296321.48,267113.6,26500.0,0.0,219630.55,85187.64,0.0
FL13,2014,PETERS KATHLEEN,Republican Party,Open,230640.14,199890.14,20750.0,10000.0,230640.14,0.0,0.0
FL13,2014,SINK ALEX,Democratic Party,Open,3247934.2,2538204.63,596800.0,7700.0,3195637.53,52296.67,0.0
FL13,2014,ZOLLER NICHOLAS,Republican Party,Open,18469.0,18469.0,0.0,0.0,18467.7,0.0,0.0
FL13,2014,JOLLY DAVID W.,Republican Party,Incumbent,1665162.65,884430.55,609906.98,50000.0,1468428.5,196734.15,189927.24
FL13,2014,JANY ED,Other,Challenger,15144.0,6264.0,0.0,8880.0,15144.0,0.0,0.0
FL13,2014,OVERBY LUCAS,Other,Challenger,49734.77,28404.77,0.0,4830.0,48309.9,1215.98,6350.0
FL14,2014,CASTOR KATHY,Democratic Party,Incumbent,509663.92,258299.39,247200.0,0.0,325093.77,730399.94,0.0
FL15,2014,ROSS DENNIS ALAN,Republican Party,Incumbent,944953.75,250450.21,694253.54,0.0,598328.79,560010.79,0.0
FL15,2014,COHN ALAN MICHAEL,Democratic Party,Challenger,239463.41,209733.41,24630.0,5100.0,163199.57,76263.84,0.0
FL16,2014,BUCHANAN VERNON,Republican Party,Incumbent,1424099.13,883684.38,515428.3,1972.0,801746.96,748008.72,0.0
FL16,2014,LAWRENCE HENRY,Democratic Party,Challenger,17019.0,3519.0,0.0,11000.0,16846.34,172.66,13500.0
FL16,2014,RODGERS MICHAEL WAYNE,Other,Challenger,2630.0,2180.0,0.0,450.0,2630.0,0.0,0.0
FL17,2014,ROONEY TOM MR.,Republican Party,Incumbent,423448.39,170234.8,241322.66,0.0,397578.14,462640.72,0.0
FL17,2014,BRONSON WILLIAM EMERY,Democratic Party,Challenger,14009.0,11759.0,0.0,2000.0,13220.38,788.62,0.0
FL18,2014,MURPHY PATRICK,Democratic Party,Incumbent,3573477.27,2544122.52,1006429.33,0.0,1174228.16,2670874.86,0.0
FL18,2014,ANDEL ELLEN,Republican Party,Challenger,51233.38,51222.89,0.0,0.0,51233.38,0.0,0.0
FL18,2014,DOMINO CARL J,Republican Party,Challenger,606108.63,175582.0,1000.0,429526.63,316802.29,289306.34,425000.0
FL18,2014,HIRES BEVERLY JOY,Republican Party,Challenger,67640.0,12640.0,0.0,55000.0,63914.19,3725.81,50000.0
FL18,2014,LARA BRIAN,Republican Party,Challenger,124537.37,24450.0,0.0,100087.37,47965.04,76572.33,95000.0
FL18,2014,LYNCH FRANK,Republican Party,Challenger,15276.0,0.0,0.0,15276.0,15276.0,0.0,0.0
FL18,2014,SCHLESINGER ALAN,Republican Party,Challenger,147039.55,46864.3,0.0,100000.0,118600.4,28439.15,100000.0
FL18,2014,TURNQUEST CALVIN DEON,Republican Party,Challenger,55335.88,35235.88,0.0,20100.0,57627.95,-2292.07,65400.0
FL18,2014,WUKOSON NICK ROBERT,Republican Party,Challenger,14100.0,14100.0,0.0,0.0,16323.51,1843.13,0.0
FL19,2014,BENACQUISTO LIZBETH,Republican Party,Open,1175994.42,881333.07,243715.57,50000.0,1165108.91,10885.51,129365.68
FL19,2014,DREIKORN MICHAEL JOHN,Republican Party,Open,26334.17,15695.0,0.0,10639.17,23931.4,2402.77,9734.17
FL19,2014,CLAWSON CURTIS J,Republican Party,Incumbent,3988149.7,326746.42,8000.0,3653076.28,3699679.3,288470.4,3650000.0
FL19,2014,FREEMAN APRIL JUNE,Democratic Party,Challenger,129619.38,112096.68,17500.0,0.0,108167.85,22026.05,2119.06
FL19,2014,KREEGEL PAIGE VANIER,Republican Party,Challenger,331065.84,136065.84,0.0,195000.0,336984.08,87.48,632262.63
FL19,2014,NETHERWOOD RAYMOND HEATH,Other,Challenger,43830.0,998.0,0.0,39500.0,39121.0,4707.0,0.0
FL20,2014,HASTINGS ALCEE L,Democratic Party,Incumbent,472604.7,236998.0,225894.7,0.0,396824.47,331886.14,0.0
FL20,2014,BONNER JAY ALAN,Republican Party,Challenger,18034.06,16765.0,0.0,1259.06,17724.53,309.53,0.0
FL20,2014,ENRIGHT JEAN L,Democratic Party,Challenger,38533.0,3395.0,1000.0,0.0,33370.0,5162.0,2500.0
FL20,2014,MCCLINE JAMEEL,Democratic Party,Challenger,67910.0,21610.0,0.0,41300.0,33071.91,34838.09,41300.0
FL21,2014,DEUTCH THEODORE ELIOT,Democratic Party,Incumbent,833350.0,573803.44,258500.0,0.0,723196.95,581419.43,0.0
FL21,2014,COLON HENRY,Republican Party,Challenger,917.0,105.0,0.0,812.0,811.0,105.0,0.0
FL21,2014,MOREL EMMANUEL G,Democratic Party,Challenger,55674.44,11933.0,0.0,26304.0,56903.79,-1229.35,32663.55
FL22,2014,FRANKEL LOIS J.,Democratic Party,Incumbent,1015384.54,681577.55,249474.59,0.0,719630.77,339103.85,0.0
FL22,2014,MCGEE ANDREA LEIGH,Republican Party,Challenger,17233.2,15817.0,0.0,1218.89,15884.2,1349.24,647.13
FL22,2014,RODGERS JEREMY M,Republican Party,Challenger,26560.0,1295.0,0.0,25265.0,265.0,26295.0,25000.0
FL22,2014,SPAIN PAUL DOUGLAS,Republican Party,Challenger,42201.0,1701.0,0.0,40500.0,30391.06,11809.94,40500.0
FL23,2014,WASSERMAN SCHULTZ DEBBIE,Democratic Party,Incumbent,1735879.0,1460957.51,2000.0,0.0,1690566.47,575509.11,0.0
FL23,2014,GARCIA JUAN,Republican Party,Challenger,98856.07,98856.07,0.0,0.0,96223.97,2632.1,0.0
FL23,2014,HARRINGTON KAREN,Republican Party,Challenger,4330.98,4330.98,0.0,0.0,144153.54,36627.97,0.0
FL23,2014,KAUFMAN JOE,Republican Party,Challenger,570475.34,557475.34,0.0,13000.0,406347.77,181528.9,81616.6
FL24,2014,WILSON FREDERICA S,Democratic Party,Incumbent,277620.0,72620.0,205000.0,0.0,159987.78,199340.72,15906.0
FL24,2014,ETIENNE MICHAEL A,Democratic Party,Challenger,19415.61,0.0,0.0,19415.61,19415.61,0.0,19415.61
FL24,2014,FERNANDEZ LUIS E,Other,Challenger,15017.15,0.0,0.0,15017.15,10575.4,274.6,10017.15
FL24,2014,NEREE DUFIRSTSON JULIO,Republican Party,Challenger,10440.0,0.0,0.0,10440.0,10440.0,0.0,10440.0
FL25,2014,DIAZ-BALART MARIO,Republican Party,Incumbent,701216.12,283253.6,392976.31,0.0,433932.23,565755.06,0.0
FL26,2014,GARCIA JOE,Democratic Party,Incumbent,2733139.86,2075170.89,662180.09,0.0,916840.94,1862513.13,0.0
FL26,2014,CURBELO CARLOS MR.,Republican Party,Challenger,1260026.42,1204726.42,51050.0,0.0,375997.94,884028.48,0.0
FL26,2014,MACDOUGALL EDWARD P,Republican Party,Challenger,239648.56,28648.56,0.0,211000.0,211152.86,28495.7,211000.0
FL26,2014,MARTINEZ JOE A,Republican Party,Challenger,86415.0,86415.0,0.0,0.0,52180.11,34234.86,0.0
FL26,2014,PALOMARES-STARBUCK LORENZO 'LARRY',Republican Party,Challenger,93000.0,33000.0,0.0,60000.0,68220.0,24780.0,0.0
FL26,2014,RIVERA DAVID,Republican Party,Challenger,11000.21,0.0,0.0,11000.0,14130.35,1047.1,139573.58
FL27,2014,ROS-LEHTINEN ILEANA,Republican Party,Incumbent,761592.04,497986.23,252464.13,0.0,644048.0,1908139.07,0.0
GA01,2014,CARTER EARL LEROY,Republican Party,Open,775006.87,420665.62,100048.0,250000.0,533261.69,241745.18,250000.0
GA01,2014,CARTER JAMES DARWIN,Republican Party,Open,117258.65,11665.0,0.0,105593.65,57688.92,59569.73,105593.65
GA01,2014,CHAPMAN JEFF,Republican Party,Open,174917.07,171823.11,450.0,10.0,174917.07,0.0,0.0
GA01,2014,JOHNSON ROBERT EUGENE MD,Republican Party,Open,600632.36,339882.36,40750.0,220000.0,394309.28,206323.08,220000.0
GA01,2014,LEVENE ALLAN,Republican Party,Open,7566.0,640.0,0.0,6925.0,8855.0,0.0,0.0
GA01,2014,MARTIN EARL THOMAS MD,Republican Party,Open,27474.0,260.0,0.0,27214.0,27474.0,0.0,0.0
GA01,2014,MCCALLUM JOHN,Republican Party,Open,789508.43,528407.76,7000.0,254000.0,690902.86,98605.57,271612.91
GA01,2014,REESE BRIAN CORWIN,Democratic Party,Open,10590.0,7590.0,0.0,3000.0,9774.75,815.25,3000.0
GA01,2014,SCHWARZ DAVID S,Republican Party,Open,134660.0,112560.0,22100.0,0.0,134660.0,0.0,0.0
GA01,2014,TAVIO AMY LYNN,Democratic Party,Open,32686.52,30252.35,0.0,2084.17,30368.8,2317.72,1244.44
GA02,2014,BISHOP SANFORD D JR,Democratic Party,Incumbent,827720.42,230490.0,595131.69,0.0,527414.95,310161.79,0.0
GA02,2014,CHILDS VIVIAN LOUISE,Republican Party,Challenger,22615.0,10615.0,2000.0,10000.0,25262.0,65.0,14000.0
GA02,2014,DUKE GREGORY PAUL,Republican Party,Challenger,9675.0,9125.0,250.0,300.0,8714.46,1841.93,0.0
GA03,2014,WESTMORELAND LYNN A.,Republican Party,Incumbent,757199.52,309339.0,434097.92,0.0,807326.11,374628.51,0.0
GA03,2014,FLANEGAN CHARLES EDWARD JR,Republican Party,Challenger,64102.0,1067.0,0.0,63010.0,58710.72,7608.79,39000.0
GA04,2014,JOHNSON HENRY C 'HANK',Democratic Party,Incumbent,529800.94,104950.94,423500.0,0.0,533946.64,13496.55,25711.2
GA04,2014,BROWN THOMAS,Democratic Party,Challenger,304110.89,278795.57,4550.0,20000.0,286204.87,22906.02,10000.0
GA05,2014,LEWIS JOHN R.,Democratic Party,Incumbent,447674.78,84475.41,357674.95,0.0,445555.87,208841.3,0.0
GA06,2014,PRICE THOMAS EDMUNDS,Republican Party,Incumbent,1901477.39,942009.47,916695.21,0.0,1017196.05,2462589.1,0.0
GA06,2014,MONTIGEL ROBERT G,Democratic Party,Challenger,1390.0,1390.0,0.0,0.0,813.85,6324.88,10000.0
GA07,2014,WOODALL ROB REP.,Republican Party,Incumbent,233453.88,65467.7,167640.0,0.0,270853.29,18341.64,0.0
GA07,2014,WIGHT THOMAS DEE,Democratic Party,Challenger,14050.0,4050.0,0.0,10000.0,7235.0,6018.0,0.0
GA08,2014,SCOTT JAMES AUSTIN,Republican Party,Incumbent,789308.9,321818.0,460133.8,0.0,570094.93,526589.97,8719.63
GA09,2014,COLLINS DOUGLAS ALLEN,Republican Party,Incumbent,678103.03,319161.18,350681.12,0.0,433993.37,350658.09,0.0
GA09,2014,FONTAINE BERNARD ARTHUR,Republican Party,Challenger,17850.0,8880.0,0.0,8970.0,18711.35,55.95,0.0
GA09,2014,VOGEL DAVID DONALD,Democratic Party,Challenger,13271.71,6420.4,40.0,5521.6,11752.26,3357.95,0.0
GA10,2014,COLLINS MICHAEL A JR,Republican Party,Open,397835.64,232634.14,14000.0,151200.0,287023.22,110812.42,150000.0
GA10,2014,DIOUS IVORY KENNETH,Democratic Party,Open,29220.0,29220.0,0.0,0.0,25074.0,0.0,0.0
GA10,2014,GERRARD GARY,Republican Party,Open,254098.52,106260.44,0.0,147038.08,254098.52,0.0,0.0
GA10,2014,HICE JODY ,Republican Party,Open,373561.78,337794.52,24500.0,11267.26,334484.86,39076.92,0.0
GA10,2014,SHELDON DONNA HORTMAN,Republican Party,Open,555052.92,403194.92,116350.0,35000.0,555052.92,0.0,0.0
GA10,2014,SIMPSON STEPHEN K MR.,Republican Party,Open,231895.49,172195.49,1000.0,58700.0,177172.9,55648.48,80420.0
GA10,2014,SLOWINSKI BRIAN RICHARD,Republican Party,Open,15651.0,0.0,0.0,15651.0,15651.0,0.0,0.0
GA10,2014,SWAN S MITCHELL,Republican Party,Open,16982.0,15982.0,0.0,1000.0,16307.12,674.88,1000.0
GA11,2014,BARR BOB,Republican Party,Open,683795.41,625365.12,37950.0,20400.0,587370.32,96425.09,20000.0
GA11,2014,COLLINS HAYDEN THOMAS JR,Republican Party,Open,210.0,210.0,0.0,0.0,201.0,8.0,0.0
GA11,2014,LINDSEY EDWARD H JR,Republican Party,Open,756493.13,400612.73,56799.0,296158.08,752877.81,3615.32,292000.0
GA11,2014,LOUDERMILK BARRY,Republican Party,Open,449054.4,393354.4,55700.0,0.0,359172.27,89882.13,1914.74
GA11,2014,MROZINSKI LARRY,Republican Party,Open,26367.9,11692.79,0.0,14675.11,20973.29,0.0,0.0
GA11,2014,PRIDEMORE TRICIA,Republican Party,Open,482208.66,306692.74,51300.0,124214.92,474795.27,7413.39,100000.0
GA12,2014,BARROW JOHN J.,Democratic Party,Incumbent,2368819.94,849975.69,1494162.2,0.0,564353.87,1871413.65,0.0
GA12,2014,ALLEN RICHARD W,Republican Party,Challenger,1219114.26,632102.0,112290.65,469961.51,1003244.66,225567.45,825000.0
GA12,2014,DUTTON DELVIS WILLIAM,Republican Party,Challenger,185531.1,174624.12,10900.0,0.0,184027.08,1504.02,0.0
GA12,2014,STONE JOHN ERWIN II ERWIN MR. II,Republican Party,Challenger,193325.25,179783.54,10450.0,2903.73,194280.81,737.3,38532.75
GA12,2014,VANN DIANE ELIZABETH SWANSON,Republican Party,Challenger,23597.71,125.0,0.0,23472.71,23597.71,0.0,0.0
GA12,2014,YU EUGENE CHIN,Republican Party,Challenger,917562.81,166414.81,0.0,751148.0,908650.31,8740.88,732450.65
GA13,2014,SCOTT DAVID ALBERT,Democratic Party,Incumbent,723468.47,81010.0,624490.0,10700.0,834854.04,72694.13,76570.0
